name,year,cluster,type,x.coordinate,y.coordinate,location,lat,lng
PC/1/73,1973,EN72,AG,0.503105582783,13.1753330365,PORT CHALMERS,-45.817,170.62
VI/3/75,1975,VI75,AG,0.13744650775,10.5748701933,VICTORIA,48.4333,-123.35
HK/1/68,1968,HK68,SR,5.62681281374,14.1024349153,HONGKONG,22.33,114.17
EN/42/72,1972,EN72,SR,3.95686407631,11.8512163402,ENGLAND,51.49,0
PC/1/73,1973,EN72,SR,0.699818881069,12.238884047100001,PORT CHALMERS,-45.817,170.62
LE/360/86,1986,BK79,SR,-2.97842982916,4.69543710787,LENINGRAD,59.94,30.37
BI/21793/72,1972,EN72,SR,2.55841602737,13.2221113839,BILTHOVEN,52.14,5.02
BI/5930/74,1974,EN72,SR,1.08725620116,12.4156535489,BILTHOVEN,52.14,5.02
AM/1609/77,1977,VI75,SR,0.210902741028,7.09966240244,AMSTERDAM,52.35,4.9166
RD/577/80,1980,BK79,SR,-6.03477858869,7.58118391308,ROTTERDAM,51.92,4.48
NL/209/80,1980,BK79,SR,-4.87330622073,7.7298212466,NETHERLANDS,52.08,4.27
NL/233/82,1982,BK79,SR,-4.35078927109,7.59598027454,NETHERLANDS,52.08,4.27
NL/241/82,1982,BK79,SR,-4.67802972945,7.26300063549,NETHERLANDS,52.08,4.27
NL/330/85,1985,BK79,SR,-2.23281781728,4.94552628732,NETHERLANDS,52.08,4.27
